"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"ChiCTR2000029387","2020-01-29","Comparative effectiveness and safety of ribavirin plus interferon-alpha, lopinavir/ritonavir plus interferon-alpha and ribavirin plus lopinavir/ritonavir plus interferon-alphain in patients with mild to moderate novel coronavirus pneumonia","arm A:Ribavirin + Interferon alpha-1b;arm B:lopinavir / ritonavir + interferon alpha-1b;arm C:Ribavirin + LPV/r+Interferon alpha-1b;","China",108,"lopinavir, ribavirin, ritonavir",FALSE,TRUE,TRUE
"ChiCTR2000029386","2020-01-29","A study on treatment strategies of novel coronavirus pnueumonia patients","Experimental group:Methylprednisolone, intravenous injection, 1-2mg/kg·d for 3 days.;Control group:Without any glucocorticoid therapy;","China",48,"methylprednisolone",FALSE,FALSE,TRUE
"NCT04276987","2020-02-16","A Pilot Clinical Study on Aerosol Inhalation of the Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in the Treatment of Severe Patients With Novel Coronavirus Pneumonia","Biological: MSCs-derived exosomes",NA,30,"mesenchymal stem cells",FALSE,TRUE,TRUE
"NCT04281693","2020-02-20","Identification of a New Screening Strategy for 2019 Novel Coronavirus Infection","Diagnostic Test: Standard screening strategy;Diagnostic Test: New screening strategy","China",230,NA,FALSE,FALSE,FALSE
"NCT04282902","2020-02-10","A Randomized, Open-label Study to Evaluate the Efficacy and Safety of Pirfenidone in Patients With Severe and Critical Novel Coronavirus Infection","Drug: pirfenidone","China",294,"pirfenidone",TRUE,FALSE,TRUE
"NCT04284046","2020-02-22","CT Scores Predict Mortality in 2019-nCoV Pneumonia","Other: CT score","China",39,NA,FALSE,FALSE,FALSE
"NCT04286503","2020-02-25","The Efficacy and Safety of Carrimycin Treatment in Patients With Novel Coronavirus Infectious Disease (COVID-19) : A Multicenter, Randomized, Open-controlled Study","Drug: Carrimycin;Drug: lopinavir/ritonavir tablets or Arbidol or chloroquine phosphate;Drug: basic treatment",NA,520,"arbidol, carrimycin, chloroquine, lopinavir, ritonavir",TRUE,TRUE,TRUE
"ChiCTR2000030627","2020-03-08","Study on the application of convalescent plasma therapy in severe COVID-19","Experimental group:Convalescent plasma therapy + routine treatment;Control group:routine treatment;","China",30,"convalescent plasma",FALSE,TRUE,TRUE
"ChiCTR2000030593","2020-03-08","Novel coronavirus pneumonia (COVID-19) antiviral related liver dysfunction: a multicenter, retrospective, observational study","Case series:None;","China",150,NA,FALSE,FALSE,FALSE
"ChiCTR2000030581","2020-03-08","The immediate psychological impact of novel coronavirus pneumonia (COVID-19) outbreak on medical students in anesthesiology and how the cope","Case series:observation;","China",192,NA,FALSE,FALSE,FALSE
"ChiCTR2000030579","2020-03-08","Risk Factors for Outcomes of Novel Coronavirus Pneumonia (COVID-19)","Case series:Nil;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030578","2020-03-08","Clinical Prediction and Intervention of Pulmonary Function Impairment in Patients with Novel Coronavirus Pneumonia (COVID-19)","Experimental group:Lung rehabilitation training+Conventional treatment;Control group:Conventional treatment;","China",40,NA,FALSE,FALSE,FALSE
"ChiCTR2000030574","2020-03-07","Research on peripheral immunity function monitoring and its clinical application in patients with novel coronavirus pneumonia (COVID-19)","case series:N/A;","China",500,NA,FALSE,FALSE,FALSE
"ChiCTR2000030564","2020-03-07","Psychological Intervention of Children with Novel Coronavirus Disease (COVID-19)","monitor cases, suspected cases and diagnosed cases:Provide psychological intervention for children with severe stress response;","China",120,NA,FALSE,FALSE,FALSE
"ChiCTR2000030559","2020-03-07","Retrospective study to assess the safety of in vitro blood purification treatment in critically ill patients with novel coronavirus pneumonia COVID-19","Case series:clustering nusing progremm;","China",12,NA,FALSE,FALSE,FALSE
"ChiCTR2000030557","2020-03-07","A retrospective study on virus typing, Hematological Immunology and case Review of novel coronavirus infected and convalescent patients (COVID-19)","Case series:Nil;","China",1030,NA,FALSE,FALSE,FALSE
"ChiCTR2000030556","2020-03-07","Clinical study of nano-nose and its extended technology in diagnosis of novel coronavirus pneumonia (COVID-19)","Gold Standard:Nucleic acid test;Index test:Nano-nasal&#32;COVID-19&#32;diagnostic&#32;screening&#32;model;","China",400,NA,FALSE,FALSE,FALSE
"ChiCTR2000030552","2020-03-07","Critical ultrasound in evaluating cardiopulmonary function in critical patients infected with 2019 novel coronavirus pneumonia (COVID-19)","Case series:N/A;","China",70,NA,FALSE,FALSE,FALSE
"ChiCTR2000030544","2020-03-06","Study for the risk factors of critically ill patients with novel coronavirus pneumonia (COVID-19)","Case series:no;","China",1500,NA,FALSE,FALSE,FALSE
"ChiCTR2000030543","2020-03-06","Detection of coronavirus in simultaneously collecting tears and throat swab samples collected from the patients with novel coronavirus pneumonia (COVID-19)","Case series:reverse transcription polymerase chain reaction;","China",35,NA,FALSE,FALSE,FALSE
"ChiCTR2000030542","2020-03-06","A clinical study about the diagnosis and prognosis of novel coronacirus pneumonia (COVID-19) based on viral genome, host genomic sequencing, relative cytokines and other laboratory indexes.","Patients with COVID-19 VS Healthy controls; Severe group VS Mild group:None;","China",600,NA,FALSE,FALSE,FALSE
"ChiCTR2000030541","2020-03-06","Novel coronavirus pneumonia (COVID-19) epidemic survey of medical students in various provinces and municipalities throughout the country","Medical students group; Non-medical students group:None;","China",1300,NA,FALSE,FALSE,FALSE
"ChiCTR2000030540","2020-03-06","Research for the mechanism of improvement of novel coronavirus pneumonia (COVID-19) patients' pulmonary exudation by continuous renal replacement therapy","CRRT group:CRRT;Control group:Routine treatment, CRRT only when there are emergency indications;","China",152,NA,FALSE,FALSE,FALSE
"ChiCTR2000030535","2020-03-06","Multi-Center Clinical Study on the Treatment of Patients with Novel Coronavirus Pneumonia (COVID-19) by Ebastine","experimental group:ebastine 10mg bid, nterferon-alpha aerosol inhalation 5million U bid and Lopinavir 200 mg, 2 capsules at a time, bid;control group:interferon-alpha aerosol inhalation 5million U  bid and Lopinavir 200 mg, 2 capsules at a time, bid;","China",100,"ebastine, lopinavir",FALSE,TRUE,TRUE
"ChiCTR2000030522","2020-03-06","Efficacy and safety of Ma-Xing-Gan-Shi decoction in the treatment of novel coronavirus pneumonia (COVID-19)","experimental group:Ma-Xing-Gan-Shi decoction and Conventional Western Medicine Treatment;control group:placebo and Conventional Western Medicine Treatment;","China",100,"ma-xing-gan-shi",FALSE,FALSE,TRUE
"ChiCTR2000030518","2020-03-05","Zedoary Turmeric Oil for Injection in the treatment of Novel Coronavirus Pneumonia (COVID-19): a randomized, open, controlled trial","Experimental group:Intravenous drip, 0.2 g (4 vials) once daily for adults; slow drip after dilution with 250 ml of 5% Glucose Injection or 0.9% Sodium Chloride Injection, not less than 120 minutes or 30-40 drops/minute. Continuous administration for 7 days, observation until 21 days or discharge;Control group:Conventional treatment, no control drug;","China",60,"sodium chloride, turmeric",FALSE,TRUE,TRUE
"ChiCTR2000030503","2020-03-05","Effecacy and safty of extracorporeal blood purification therapy for severe patients with novel coronavirus pneumonia (COVID19): a prospective cohort study","Experimental group:Hemadsorption+conventional treatment;Control group:conventional treatment;","China",60,NA,TRUE,FALSE,FALSE
"ChiCTR2000030493","2020-03-04","Survey for sleep, anxiety and depression status of Chinese residents during the outbreak of novel coronavirus infected disases (COVID-19)","cross-sectional study:no;","China",1300,NA,FALSE,FALSE,FALSE
"ChiCTR2000030492","2020-03-04","Retrospective studyfor integrate Chinese and conventional medicine the the treatment of novel coronavirus pneumonia (COVID-19) in Hu'nan province","Control group:Western medicine treatment;Experimental group:integrate Chinese and conventional medicine  treatment;","China",200,NA,TRUE,FALSE,FALSE
"ChiCTR2000030491","2020-03-04","Comparative Study for Clinical Features and Outcomes of Novel Coronavirus Pneumonia (COVID-19) Patients in Sichuan Province and Wuhan","Patients in Wuhan versus Sichuan:none;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030490","2020-03-04","To evaluate the efficacy and safety of diammonium glycyrrhizinate enteric-coated capsules combined with hydrogen-rich water in the treatment of novel coronavirus pneumonia (COVID-19)","Case series:diammonium glycyrrhizinate enteric-coated capsule combined with hydrogen-rich water;",NA,100,"glycyrrhizinate",FALSE,FALSE,TRUE
"ChiCTR2000030489","2020-03-04","Study for the route of ocular surface transmission of novel coronavirus pneumonia (COVID-19) infection and related eye diseases","COVID-2019 patients in Tongji Hospital:none;COVID-2019 patients in Mobile field hospital:none;Medical staff in Tongji Hospital:none;Control:none;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030487","2020-03-04","A single-center, single-arm clinical trial for azvudine in the treatment of novel coronavirus pneumonia (COVID-19)","Azvudine Plus Symptomatic treatment:Azvudine Tablet: D1: 10 mg/day,QD; Starting from D2: 5 mg/day,QD. Symptomatic treatment:Subjects were treated corresponding treament plan in line with the release of a new coronavirus infection by the National Health and Medical Commission Diagnostic criteria for confirmed cases in the pneumonia diagnosis and treatment&#32;","China",10,"azvudine",FALSE,FALSE,TRUE
"ChiCTR2000030485","2020-03-03","Study for timing of mechanical ventilation for critically ill patients with novel coronavirus pneumonia (COVID-19): A case records based retrospective Cohort study","Group 2:conservation mechanical ventilation group;Group 1:aggressive mechanical ventilation;","China",90,NA,FALSE,FALSE,FALSE
"ChiCTR2000030484","2020-03-03","HUMSCs and Exosomes Treating Patients with Lung Injury following Novel Coronavirus Pneumonia (COVID-19)","treatment group1:HUMSCs: intravenous infusion, 5 × 10E7 cells / time, once / week, twice / course;treatment group 2:HUMSCs: intravenous infusion, 5 × 107 cells / time, 1 time / week, 2 times / course, a total of 2 courses;            Exosomes: intravenous administration, 180mg / time, 1 time / day, 7 days / course, 2 courses in total;control group:The control group was given the same amount of placebo (stem cell solvent);","China",90,"mesenchymal stem cells",FALSE,TRUE,TRUE
"ChiCTR2000030482","2020-03-03","SARS-CoV-2 Infection on Myocardial Injury and Prognosis: a Multicenter, Long- term Follow-up and Registration Study","Case series:NA;","China",8000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030481","2020-03-03","The clinical value of corticosteroid therapy timing in the treatment of novel coronavirus pneumonia (COVID-19): a prospective randomized controlled trial","Early corticosteroid intervention group:Early corticosteroid intervention;Middle-late corticosteroid intervention group:Middle-late corticosteroid intervention;Control group:No corticosteroid;","China",200,"corticosteroid",FALSE,FALSE,TRUE
"ChiCTR2000030480","2020-03-03","Randomized, open, blank controlled trial for the efficacy and safety of recombinant human interferon alpha 1beta in the treatment of Wuhan patients with novel coronavirus pneumonia (COVID-19)","Interferon Therapy Group:Standard treatment + cerrokin (recombinant human interferon alpha 1beta) 10UG BID is administered by nebulization for 10 days.;Control group:Standard treatment + blank;","China",328,NA,FALSE,FALSE,FALSE
"ChiCTR2000030479","2020-03-03","Study for the Effectiveness and Safety of Yi-Qi Hua-shi Jie-Du-Fang in the Treatment of the Novel Coronavirus Pneumonia (COVID-19)","Control group:Refer to the National Health Office Medical Letter (2020) 77 document ""Diagnosis and treatment plan for the novel coronavirus disease (trial version 5)"" general treatment plan.;Experimental group:Refer to the National Health Office Medical Letter (2020) 77 document ""Diagnosis and treatment plan for the novel coronavirus disease (trial version 5)"" general treatment plan. Based on the general treatment plan of western medicine + Yiqi Huashi Jiedu Fang (same as above), decoction of decoction machine, 300mL;","China",100,"fang, yi-qi hua-shi jie",FALSE,TRUE,TRUE
"ChiCTR2000030477","2020-03-03","The Effect and Safety of oXiris Membrane Treating Critically Ill Hospitalized Adult Patients with novel coronavirus pneumonia (COVID-19): a Single Center Prospective Open-label Study","Case series:oXiris membrane;","China",19,"oxiris",FALSE,FALSE,TRUE
"ChiCTR2000030475","2020-03-03","The Effect and Safety of cytokine removal therapy in Treating Critically Ill Hospitalized Adult Patients with novel coronavirus pneumonia (COVID-19) adult patients: a Prospective Open-label Study","Case series:cytokine removal therapy with Cytosorb;","China",19,NA,FALSE,FALSE,FALSE
"ChiCTR2000030472","2020-03-03","An open and controlled clinical study to evaluate the efficacy and safety of Ganovo combined with ritonavir in the treatment of novel coronavirus pneumonia (COVID-19)","Experimental group:Ganovo/ ritonavir oral+conventional treatment;Control group:Conventional treatment;","China",20,"danoprevir, ritonavir",TRUE,TRUE,TRUE
"ChiCTR2000030471","2020-03-02","Efficacy and safety of lipoic acid injection in reducing the risk of progression in common patients with novel coronavirus pneumonia (COVID-19)","Lipoic acid group:Routine Therapy and administration of Lipoic acid injection;Blank control group:Routine Therapy and administration of placebo;","China",394,"lipoic",FALSE,FALSE,TRUE
"ChiCTR2000030469","2020-03-02","A randomized parallel controlled trial for LIUSHENWAN in Treatment of Novel Coronavirus Pneumonia (COVID-19)","Control group:Coventional Treatment;Experimental group:Conventional treatment+LIUSHENWAN;","China",96,"liushenwan",FALSE,FALSE,TRUE
"ChiCTR2000030468","2020-03-02","Key techniques of combination therapy of Novel Coronavirus Pneumonia (COVID-19) - Study on TCM symptoms and treatment law","PRE-GROUP1:Taking Chinese medicine preventive decoction;PRE-GROUP2:General prevention methods;TRE-GROUP1:TCM syndrome differentiation treatment+ Western medicine treatment;TRE-GROUP2:Western medicine treatment;","China",950,NA,TRUE,FALSE,FALSE
"ChiCTR2000030467","2020-03-02","A Randomized  Controlled Trial  for the Influence of TCM Psychotherapy on Negative Emotion of Patients with Novel Coronavirus Pneumonia (COVID-19) Based on Network Platform","Control group:TCM + Conventional medicine treatment + conventional medicine's psychological intervention;Experimental group:Integrated Chinese and Conventional medicine treatment + conventional medicine's psychological intervention + TCM psychological intervention;","China",60,NA,FALSE,FALSE,FALSE
"ChiCTR2000030465","2020-03-02","Influence of nasal high-fow preoxygenation on video laryngoscope for emergency intubation in patients with critical novel coronavirus pneumonia (COVID-19)","Group 2:SMO Assisted tracheal intubation;Group 1:Assisted tracheal intubation via nasal high-flow oxygen inhalation;","China",70,NA,FALSE,FALSE,FALSE
"ChiCTR2000030464","2020-03-02","Study for the clinical characteristics of novel coronavirus pneumonia (COVID-19)","Case series:Nil;",NA,200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030453","2020-03-02","Clinical study for the effects of ACEIs/ARBs on the infection of novel coronavirus pneumonia (CoVID-19)","ACEIs/ARBs:NA;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030436","2020-03-01","Application of flash glucose monitoring to evaluate the effect of hyperglycemia and glycemic variability on prognosis in patients with novel coronavirus pneumonia (COVID-19)","Case series:Nil;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030312","2020-02-28","A single-center, open-label and single arm trial to evaluate the efficacy and safety of anti-SARS-CoV-2 inactivated convalescent plasma in the treatment of novel coronavirus pneumonia (COVID-19) patient","Case series:Anti-SARS-CoV-2 virus inactivated plasma;","China",24,"convalescent plasma",FALSE,TRUE,TRUE
"ChiCTR2000030304","2020-02-28","Protective factors of mental resilience in first-line nurses with novel coronavirus pneumonia (COVID-19)","Case series:Nil;","China",300,NA,FALSE,FALSE,FALSE
"ChiCTR2000030163","2020-02-24","The Real World Study to Evaluate the Added Treatment Effectiveness of Comprehensive Traditional Chinese Medicine for Novel Coronavirus Pneumonia (COVID-19)","Case series:NA;","China",256,NA,FALSE,FALSE,FALSE
"ChiCTR2000030014","2020-02-20","Effect of early pulmonary training on lung function and quality of life for novel coronavirus pneumonia (COVID-19) patients","Experimental group:pulmonary training;control group:Conventional medication;","China",300,NA,FALSE,FALSE,FALSE
"ChiCTR2000029993","2020-02-18","A multicenter, randomized, open-label, parallel controlled trial for the safety and efficacy of Integrated Chinese and Western Medicine in treatment of non-critical novel coronavirus pneumonia (COVID-19): pilot study","group A:Arbidol Hydrochloride Tablets, Liushen Capsule, standard therapy;control group:standard therapy;","China",40,"arbidol, liushen",FALSE,TRUE,TRUE
"ChiCTR2000029958","2020-02-17","A medical records based study for the clinical characteristics of anesthesia novel coronavirus pneumonia (COVID-19) patients during perioperative period and assessment of infection and mental health of Anesthesiology Department","patient group:Under surgical and anesthesia;Health care team:Anesthesiologists for NCP patients;","China",260,NA,FALSE,FALSE,FALSE
"ChiCTR2000029757","2020-02-12","Convalescent plasma for the treatment of severe and critical novel coronavirus pneumonia (COVID-19): a prospective randomized controlled trial","Experimental group:Conventional treatment and convalescent plasma therapy;Control group:Conventional treatment;","China",200,"convalescent plasma",FALSE,TRUE,TRUE
"ChiCTR2000029580","2020-02-05","Severe novel coronavirus pneumonia (COVID-19) patients treated with ruxolitinib in combination with mesenchymal stem cells: a prospective, single blind, randomized controlled clinical trial","Experimental group:Ruxolitinib combined with mesenchymal stem cell;control group:  Routine treatment;","China",70,"mesenchymal stem cells, ruxolitinib",FALSE,TRUE,TRUE
"ChiCTR2000029579","2020-02-05","The investigation of cytokine expression profile of novel coronavirus pneumonia (COVID-19) and its clinical significance","Case series:Nil;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000029550","2020-02-04","Recommendations for Diagnosis and Treatment of Influenza Patients in the Hospital of Chengdu University of Traditional Chinese Medicine Under the Raging of Novel Coronavirus Pneumonia (COVID-19)","Experimental group 1 (mild):Compound Yinchai granules 15g, Qingqiao antiviral granules 15g,  tid,with warm water;Experimental group 1 (moderate):Compound Yinchai granules 15g, Qingqiao antiviral granules 15g, q4hwith warm water;","China",300,"yinchai",FALSE,FALSE,TRUE
"ChiCTR2000029549","2020-02-04","Recommendations of Integrated Traditional Chinese and Western Medicine for Novel Coronavirus Pneumonia (COVID-19)","Experimental group:Western medicine routine treatment combined with traditional Chinese medicine treatment;Control group:Western medicine routine treatment;","China",400,NA,FALSE,FALSE,FALSE
"ChiCTR2000029308","2020-01-23","A randomized, controlled open-label trial to evaluate the efficacy and safety of lopinavir-ritonavir in hospitalized patients with 2019-nCoV infection","intervention group:Lopinavir-ritonavir tablets (each containing 200 mg of lopinavir and  50 mg of ritonavir), twice a day, 2 tablets at a time;Control group:Conventional standardized treatment;","China",160,"lopinavir, ritonavir",FALSE,TRUE,TRUE
"NCT04292327","2020-02-23","Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus(2019-nCoV)",NA,"China",400,NA,FALSE,FALSE,FALSE
"NCT04292340","2020-02-25","The Efficacy and Safety of Anti-SARS-CoV-2 Inactivated Convalescent Plasma in the Treatment of Novel Coronavirus Pneumonia Patient (COVID-19) : An Observational Study",NA,"China",15,"convalescent plasma",FALSE,TRUE,TRUE
"NCT04293887","2020-02-15","Randomized, Open, Blank Control Study on the Efficacy and Safety of Recombinant Human Interferon a1ß in the Treatment of Patients With New Type of Coronavirus Infection in Wuhan","Drug: Recombinant human interferon a1ß",NA,328,NA,TRUE,FALSE,FALSE
"NCT04295551","2020-03-03","Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe)","Drug: Lopinavir / ritonavir tablets combined with Xiyanping injection;Drug: Lopinavir/ritonavir treatment",NA,80,"lopinavir, ritonavir, xiyanping",TRUE,TRUE,TRUE
"NCT04296643","2020-03-03","Medical Masks Versus N95 Respirators to Prevent 2019 Novel Coronavirus Disease (COVID-19) in Healthcare Workers: A Randomized Trial","Device: Medical Mask;Device: N95 respirator",NA,576,NA,TRUE,FALSE,FALSE
"NCT04299711","2020-03-04","Mental Health and Its Correlates Among Chinese Adolescents Exposed to the Novel Coronavirus Disease 2019: A Longitudinal Study Protocol","Other: Exposed to the novel coronavirus disease 2019",NA,3428,NA,FALSE,FALSE,FALSE
"ChiCTR2000030902","2020-03-16","Analysis for the mental health status of residents in Jingzhou during the outbreak of the novel coronavirus pneumonia (COVID-19) and corresponding influencing factors","Case series:None;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030901","2020-03-16","Retrospective analysis of epidemiology and transmission dynamics of patients confirmed with Coronavirus Disease (COVID-19) in Hong Kong","Case series:Not applicable;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030898","2020-03-16","Evaluation on the effect of Chushifangyi prescription in preventing novel coronavirus pneumonia (COVID-19)","Population under risk:Chushifangyi prescription;","China",1000,"chushifangyi",FALSE,FALSE,TRUE
"ChiCTR2000030897","2020-03-16","Evaluation of the effect of taking Newgen beta-gluten probiotic composite powder to nutrition intervention of patients with novel coronavirus pneumonia (COVID-19)","Control group:Routine medicines and food;Experimental group:Taking Newgen beta-gluten probiotic composite powder;","China",20,"newgen beta-gluten",FALSE,FALSE,TRUE
"ChiCTR2000030896","2020-03-16","Clinical Application and Theoretical Discussion of Fuzheng Qingfei Thought in Treating Non-Critical Novel Coronavirus Pneumonia (COVID-19)","Case series:traditional Chinese medicine and Western medicine treatment;","China",24,"qingfei",FALSE,FALSE,TRUE
"ChiCTR2000030895","2020-03-16","Retrospective and Prospective Study on Nosocomial infection in Stomatology Department under the Background of COVID-19","Case series:Nil;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030894","2020-03-16","Favipiravir Combined With Tocilizumab in the Treatment of novel coronavirus pneumonia (COVID-19) - A Multicenter, Randomized, Controlled Trial","Group 1:Favipiravir Combined With Tocilizumab;Group 2:Favipiravir;Group 3:Tocilizumab;","China",150,"favipiravir, tocilizumab",FALSE,TRUE,TRUE
"ChiCTR2000030893","2020-03-16","Study of effects of crisis intervention on medical staff based on positive psychology","Observation group:Positive Psychological Guidance Group Counseling;","China",50,NA,FALSE,FALSE,FALSE
"ChiCTR2000030892","2020-03-16","Efficacy and Safety of Pirfenidone in the Treatment of Severe Post-Novel Coronavirus Pneumonia (COVID-19)) Fibrosis:a prospective exploratory experimental medical study","Experimental group:Pirfenidone;Control group:Blank;","China",40,"pirfenidone",FALSE,FALSE,TRUE
"ChiCTR2000030883","2020-03-16","Clinical research and preparation development of qingfei detoxification decoction (mixture) for prevention and treatment of novel coronavirus pneumonia (COVID-19)","Case series:qingfei detoxification decoction (mixture);","China",100,"qingfei",FALSE,FALSE,TRUE
"ChiCTR2000030866","2020-03-16","Open-label, observational study of human umbilical cord derived mesenchymal stem cells in the treatment of severe and critical COVID-1","MSC group:Intravenous infusion of MSC based on conventional treatments;","China",30,"mesenchymal stem cells",FALSE,TRUE,TRUE
"ChiCTR2000030865","2020-03-16","Establishment of an early warning model for maternal and child vertical transmission of COVID-19 infection","Case series:Nil;","China",200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030864","2020-03-16","Clinical study for TCM Decoction in the treatment of novel coronavirus pneumonia (COVID-19)","Case series:Western medicine plus Qingfei Paidu decoction;","China",50,"qingfei",TRUE,FALSE,TRUE
"ChiCTR2000030863","2020-03-16","Clinical and CT imaging Characteristics of novel coronavirus pneumonia (COVID-19)9: An Multicenter Cohort Study","Case series:None;","China",5000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030862","2020-03-16","Correlation analysis of blood eosinophil cell levels and clinical novel coronavirus pneumonia type: a single-center, retrospective study","Ordinary COVID-19 patients:Nil;Heavy COVID-19 patients:Nil;","China",150,NA,FALSE,FALSE,FALSE
"ChiCTR2000030861","2020-03-16","Development and application of a new intelligent robot for novel coronavirus (2019-nCOV) oropharygeal sampling","Case series:Nil;",NA,90,NA,FALSE,FALSE,FALSE
"ChiCTR2000030860","2020-03-16","Investigation of dynamic profile of RT-PCR test for SARS-CoV-2 nucleic acid","Case series:N/A;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030859","2020-03-16","Analysis of influencing factors of death of COVID-19 patients in wuhan third hospital","Group 1:Traditional Chinese medicine and routine treatment of western medicine;Group 2:Routine treatment of western medicine;","China",1305,NA,FALSE,FALSE,FALSE
"ChiCTR2000030858","2020-03-16","Clinical characteristics and outcomes of 483 mild patients with novel coronavirus pneumonia (COVID-19) in Wuhan, China during the outbreak: A single-center, retrospective study from the mobile cabin hospital","Case series:none;","China",483,NA,FALSE,FALSE,FALSE
"ChiCTR2000030857","2020-03-16","Clinical study for bronchoscopic alveolar lavage in the treatment of critically trachea intubation patients with new coronavirus pneumonia (COVID-19)","Case series:The use of fiberoptic bronchoscopy;","China",30,NA,FALSE,FALSE,FALSE
"ChiCTR2000030856","2020-03-16","An artificial intelligence assistant system for suspected new coronavirus pneumonia based on chest CT","Gold Standard:RT-PCR test results;Index test:Artificial&#32;intelligence&#32;model;","China",700,NA,FALSE,FALSE,FALSE
"ChiCTR2000030855","2020-03-16","Study for the effect of external diaphragmatic pacing assisted invasive ventilation and weaning in patients with severe new coronavirus pneumonia","Case series:external diaphragmatic pacing;",NA,200,NA,FALSE,FALSE,FALSE
"ChiCTR2000030854","2020-03-16","A clinical multicenter study on the occurrence, development and prognosis of 2019 ncov infection","The triple combination antiviral therapy:abidor,lopinavir/ritonavir plus recombinant interferon alpha-2b(rIFN alpha-2b);The dual combination antiviral therapy:,lopinavir/ritonavir plus recombinant interferon alpha-2b(rIFN alpha-2b);","China",237,"lopinavir, recombinant interferon, ritonavir",FALSE,TRUE,TRUE
"ChiCTR2000030853","2020-03-16","Evaluation of the protective effect of dexmedetomidine on patients with severe new coronavirus pneumonia","Case series:dexmedetomidine;",NA,200,"dexmedetomidine",FALSE,FALSE,TRUE
"ChiCTR2000030852","2020-03-16","Factors associated with death patients with novel coronavirus pneumonia (COVID-19)","Case series:Nil;","China",150,NA,FALSE,FALSE,FALSE
"ChiCTR2000030850","2020-03-15","Study for the physical and mental health status of medical workers under the situation of COVID-19","Observation group:Medical workers in Hubei province;Control group:Non-Hubei medical staffNon-Hubei medical staff;","China",226,NA,FALSE,FALSE,FALSE
"ChiCTR2000030849","2020-03-15","Investigation on psychological status of COVID-19 rehabilitation patients in Zhengzhou City and research on coping strategies","Case series:Psychological intervention;","China",81,NA,FALSE,FALSE,FALSE
"ChiCTR2000030841","2020-03-15","Treatment of Acute Severe COVID-19 With Immunoglobulin From Cured COVID-19 Patients","Experimental group:Immunoglobulin of cured patients;Control group:gama-Globulin;","China",10,"immunoglobulin",TRUE,FALSE,TRUE
"ChiCTR2000030839","2020-03-15","Preliminary screening of Coronavirus Disease (COVID-19) by special laboratory examination and CT imaging before surgery","Case series:Laboratory examination and pulmonary CT;","China",100,NA,FALSE,FALSE,FALSE
"ChiCTR2000030838","2020-03-15","Development of warning system with clinical differential diagnosis and prediction for severe type of SARS-Cov-2 patients based on artificial intelligence and CT images","Gold Standard:RT-PCR test results;Index test:Typing&#32;and&#32;prediction&#32;accuracy&#32;of&#32;artificial&#32;intelligence&#32;models;","China",1000,NA,FALSE,FALSE,FALSE
"ChiCTR2000030836","2020-03-15","Novel covid-19 pneumonia combined with Chinese and Western medicine based on ''Internal and External Relieving -Truncated Torsion'' strategy","Group 2:Truncated Torsion' Formula and Routine treatment of Western Medicine;Group 1:Routine treatment of Western Medicine;","China",300,"truncated torsion",TRUE,FALSE,TRUE
"ChiCTR2000030835","2020-03-15","Clinical study on the efficacy of Mesenchymal stem cells (MSC) in the treatment of severe novel coronavirus pneumonia (COVID-19)","High dose group:routine treatment + MSc (2 x10^6 / kg / time);Low dose group:routine treatment + MSc (1x10^6 / kg / time);","China",20,"mesenchymal stem cells",FALSE,TRUE,TRUE
"ChiCTR2000030834","2020-03-15","Epidemiological Characteristics and Antibody Levels of COVID-19 Infection of Pediatric Medical Staff working in Quarantine Area","Case series:Nil;","China",500,NA,FALSE,FALSE,FALSE
"ChiCTR2000030833","2020-03-15","Clinical validation and application of high-throughput novel coronavirus (2019-ncov) screening detection kit","Gold Standard:PCR Nucleic acid detection;Index test:high-throughput&#32;novel&#32;coronavirus&#32;(2019-nCoV)&#32;screening&#32;detection&#32;kit;","China",400,NA,FALSE,FALSE,FALSE
"ChiCTR2000030832","2020-03-15","Study on the pathogenesis and effective intervention of mood disorders caused by the novel coronavirus pneumonia (COVID-19)","Group 1:mindfulness therapy;Group 2:cognitive behavioral therapy;Group 3:exercise therapy;Group 4:Without treatment, online assessment per two weeks;",NA,800,NA,FALSE,FALSE,FALSE
